,race_ASIAN_anchor_age_0.0_Female,race_ASIAN_anchor_age_0.0_Male,race_ASIAN_anchor_age_1.0_Female,race_ASIAN_anchor_age_1.0_Male,race_ASIAN_anchor_age_2.0_Female,race_ASIAN_anchor_age_2.0_Male,race_ASIAN_anchor_age_3.0_Female,race_ASIAN_anchor_age_3.0_Male,race_ASIAN_anchor_age_4.0_Female,race_ASIAN_anchor_age_4.0_Male,race_BLACK_anchor_age_0.0_Female,race_BLACK_anchor_age_0.0_Male,race_BLACK_anchor_age_1.0_Female,race_BLACK_anchor_age_1.0_Male,race_BLACK_anchor_age_2.0_Female,race_BLACK_anchor_age_2.0_Male,race_BLACK_anchor_age_3.0_Female,race_BLACK_anchor_age_3.0_Male,race_BLACK_anchor_age_4.0_Female,race_BLACK_anchor_age_4.0_Male,race_HISPANIC_anchor_age_0.0_Female,race_HISPANIC_anchor_age_0.0_Male,race_HISPANIC_anchor_age_1.0_Female,race_HISPANIC_anchor_age_1.0_Male,race_HISPANIC_anchor_age_2.0_Female,race_HISPANIC_anchor_age_2.0_Male,race_HISPANIC_anchor_age_3.0_Female,race_HISPANIC_anchor_age_3.0_Male,race_HISPANIC_anchor_age_4.0_Female,race_HISPANIC_anchor_age_4.0_Male,race_WHITE_anchor_age_0.0_Female,race_WHITE_anchor_age_0.0_Male,race_WHITE_anchor_age_1.0_Female,race_WHITE_anchor_age_1.0_Male,race_WHITE_anchor_age_2.0_Female,race_WHITE_anchor_age_2.0_Male,race_WHITE_anchor_age_3.0_Female,race_WHITE_anchor_age_3.0_Male,race_WHITE_anchor_age_4.0_Female,race_WHITE_anchor_age_4.0_Male
quantile_0,-0.00588239771220825,-0.007062544811737808,-0.006547828459408102,-0.008258646479463873,-0.015393566785178312,-0.002254605942390119,0.007320612846911317,-0.003002579870082378,0.01354400541168212,0.011752580635484637,0.0010330755597138135,0.0010270070006902052,0.0008182711623281858,-0.004140768021533188,-0.00493514863413667,-0.007346738364092553,0.006402395773573213,0.010525044891886963,0.0071820403766309,0.0032121101282578646,-0.002963637044763313,-0.0021196614703145517,-0.006036649558203849,-0.015116060906035468,-0.014208607219683367,-0.020837243090043756,0.006165160791108545,0.0053395368366834445,0.009342210638652529,-0.000912377404602441,0.007840813773350988,-0.007594657892622861,-0.013559162280424874,-0.012742999696870913,-0.01619157365716257,-0.013083205899889384,-0.0008718054401617817,0.01031779501004596,0.03495622750541561,0.02729617955290441
quantile_1,-0.0021342289045510263,-0.003945534843624713,-0.005386882456148251,-0.004006776860716951,0.0044352053993689695,-0.002572537554737224,0.0009577505807065376,0.0033923434324079084,0.003959031242508289,0.0018530191571566384,0.0011073825264840953,-0.0001816139058827602,0.004103464775061051,-0.0037082107047085758,0.009126012112063618,-0.0008985505146955012,0.007096643914194585,0.004990069970256934,0.0010032275098127703,0.005942113993477194,0.005115761061180723,0.0031698212054553005,-0.006014489275361722,-0.0026818516791362267,-0.008168787980441372,-0.003131752936545608,-0.0005258297755421569,-0.006122189699276294,0.010678927801216952,-0.0020114278271871943,-0.0002913410177679383,-0.0008405367135173137,-0.011608452514511943,-0.0004079380586800917,-0.00766505607094539,0.002539846679342886,0.0012313988418576464,-0.006894633419404336,0.012482792425447935,0.009014367882575319
quantile_2,0.006825420515948085,-0.0043179656096330584,0.008131545521134102,0.006230037013796555,0.006156426315566403,0.0014691732482347692,-0.004220971509583054,-0.00088799516386274,-0.0009206595093344711,-0.00477569399544351,0.001362311078477792,-0.004176313176674388,-0.002368093859055754,0.006316397837236826,-0.002400006019379873,-0.004394571681451489,-0.008787291424016125,-0.007092389924967472,-0.010344597690259808,-0.003330789068774482,0.005543020378565136,0.0004571945252325883,0.00393699095564167,0.0017468250484368537,0.0016458924409762346,0.0034733483734839853,-0.0054627327229345825,-0.0006656873854464495,-0.00966481034442181,0.008760498705373387,-0.0029058711416346554,0.002729521561937726,0.009799935211808606,0.010665376577976393,0.0007886415823787985,0.002893198424944849,0.002102983563326832,-0.0016512205294794875,-0.006178515535551291,-0.007007331817924831
quantile_3,-0.0024720673041630195,0.004544761798889853,0.00037184872508147683,0.0029932567081293955,0.0018666701825134498,0.004014191577484204,-0.008981810554328975,0.0009151849657177257,-0.00833888554207112,-0.006923002645690202,0.0006247666329917024,0.0038531603269933603,-0.0020181889409522265,-0.0034456996984866804,0.0018813303708105735,0.011202706644112256,0.0009191519311524225,-0.0017477554282584104,0.0005197577257495546,-0.0023912948607051616,-0.008720033177035083,-0.0009170945120805858,0.006772429700571384,0.007930429105013225,0.012099104317269068,0.009319470535241363,0.0020746830538767753,0.005713208586941802,-0.00706217170329103,-0.005543242839932362,-0.002071361078889303,0.00018166364346352653,0.0008841493310027743,-0.0008962767034826927,0.016813574691375604,0.005796703696091396,-0.0037530560402388806,-0.0011588647480337284,-0.026830443143310765,-0.010936048133902202
quantile_4,0.0031045007957199457,0.01457648165313353,0.0023946232109394706,0.0016837683832159952,1.2319385558650155e-05,-0.0017097568846193298,0.009443525383429578,-0.0011442053173721883,-0.008707898403181811,0.0005760388095145856,-0.005941491184067113,-1.1988758744376413e-05,-0.0002310615631535236,0.005469658206981313,-0.006071274768965557,0.0009120045178588937,-0.005534321947639625,-0.006342133252345146,0.00536499486588201,-0.00375691529683575,0.00020884497129589015,-0.0013608997190054722,-3.4080331014148545e-05,0.008080915835943305,0.00896129786234329,0.010991253935431298,-0.0011870309123279642,-0.005008045183479846,-0.001264105584570891,-0.0017552408423567641,-0.0015761353456775146,0.005951068932078376,0.016603235667546058,0.0006471066675677133,0.005136440916096345,-0.0006592249715369473,0.0014442764885880133,0.0016006706536981774,-0.011961173951432631,-0.01946053288153063
