acc_quantile,race_ASIAN_anchor_age_0.0_Female,race_ASIAN_anchor_age_0.0_Male,race_ASIAN_anchor_age_1.0_Female,race_ASIAN_anchor_age_1.0_Male,race_ASIAN_anchor_age_2.0_Female,race_ASIAN_anchor_age_2.0_Male,race_ASIAN_anchor_age_3.0_Female,race_ASIAN_anchor_age_3.0_Male,race_ASIAN_anchor_age_4.0_Female,race_ASIAN_anchor_age_4.0_Male,race_BLACK_anchor_age_0.0_Female,race_BLACK_anchor_age_0.0_Male,race_BLACK_anchor_age_1.0_Female,race_BLACK_anchor_age_1.0_Male,race_BLACK_anchor_age_2.0_Female,race_BLACK_anchor_age_2.0_Male,race_BLACK_anchor_age_3.0_Female,race_BLACK_anchor_age_3.0_Male,race_BLACK_anchor_age_4.0_Female,race_BLACK_anchor_age_4.0_Male,race_HISPANIC_anchor_age_0.0_Female,race_HISPANIC_anchor_age_0.0_Male,race_HISPANIC_anchor_age_1.0_Female,race_HISPANIC_anchor_age_1.0_Male,race_HISPANIC_anchor_age_2.0_Female,race_HISPANIC_anchor_age_2.0_Male,race_HISPANIC_anchor_age_3.0_Female,race_HISPANIC_anchor_age_3.0_Male,race_HISPANIC_anchor_age_4.0_Female,race_HISPANIC_anchor_age_4.0_Male,race_WHITE_anchor_age_0.0_Female,race_WHITE_anchor_age_0.0_Male,race_WHITE_anchor_age_1.0_Female,race_WHITE_anchor_age_1.0_Male,race_WHITE_anchor_age_2.0_Female,race_WHITE_anchor_age_2.0_Male,race_WHITE_anchor_age_3.0_Female,race_WHITE_anchor_age_3.0_Male,race_WHITE_anchor_age_4.0_Female,race_WHITE_anchor_age_4.0_Male
0,0.00012674271229404308,0.00038022813688212925,0.0045627376425855515,0.006844106463878327,0.00988593155893536,0.021799746514575412,0.024714828897338403,0.02610899873257288,0.010519645120405577,0.011660329531051965,0.0007604562737642585,0.001520912547528517,0.002788339670468948,0.003548795944233207,0.008871989860583017,0.012801013941698353,0.01305449936628644,0.012674271229404309,0.00532319391634981,0.0020278833967046894,0.00025348542458808617,0.001394169835234474,0.00988593155893536,0.011913814955640051,0.010012674271229404,0.016096324461343473,0.014955640050697085,0.017870722433460075,0.004816223067173638,0.002408111533586819,0.0031685678073510772,0.002788339670468948,0.01888466413181242,0.03434727503168568,0.07021546261089988,0.10950570342205324,0.1164765525982256,0.20963244613434728,0.08149556400506971,0.08390367553865653
1,0.000333000333000333,0.000666000666000666,0.004995004995004995,0.007992007992007992,0.015234765234765234,0.021894771894771896,0.022394272394272396,0.028305028305028304,0.008325008325008326,0.009324009324009324,0.0007492507492507493,0.0014152514152514153,0.0030802530802530805,0.0037462537462537465,0.011738261738261738,0.014735264735264736,0.01282051282051282,0.011072261072261072,0.004329004329004329,0.0021645021645021645,0.0005827505827505828,0.0018315018315018315,0.01023976023976024,0.0159007659007659,0.012237762237762238,0.022810522810522812,0.013153513153513154,0.014818514818514818,0.004662004662004662,0.002331002331002331,0.002247752247752248,0.0038295038295038295,0.020562770562770564,0.04020979020979021,0.07692307692307693,0.12121212121212122,0.11788211788211789,0.19463869463869463,0.06693306693306693,0.07167832167832168
2,0.0006249609399412537,0.0006874570339353791,0.0066870820573714145,0.00956190238110118,0.01537403912255484,0.02293606649584401,0.021186175864008498,0.027060808699456283,0.007562027373289169,0.008311980501218674,0.0007499531279295044,0.001187425785888382,0.0024998437597650146,0.004812199237547653,0.009686894569089432,0.014124117242672332,0.009999375039060059,0.009061933629148177,0.0031873007937003937,0.0014999062558590087,0.0005624648459471283,0.0016248984438472596,0.012061746140866195,0.01687394537841385,0.014311605524654708,0.024498468845697143,0.012311730516842697,0.016123992250484345,0.0026248359477532655,0.0031873007937003937,0.002062371101806137,0.0041872382976064,0.026123367289544404,0.04355977751390538,0.08111993000437473,0.12111743016061496,0.11818011374289107,0.19873757890131866,0.0591213049184426,0.064808449471908
3,0.0003222428099573028,0.00112784983485056,0.005800370579231451,0.009183920083783131,0.014662047853057279,0.02368484653186176,0.0197373721098848,0.02755176025134939,0.006364295496656731,0.007814388141464594,0.0007250463224039314,0.0016917747522758398,0.0024973817771690968,0.0037863530169983083,0.010392330621123016,0.017401111737694354,0.011600741158462902,0.009828405703697736,0.004269717231934263,0.0015306533472971885,8.05607024893257e-05,0.0015306533472971885,0.012728590993313462,0.018367840167566263,0.016595504712801096,0.02626278901152018,0.01369531942318537,0.017562233142673005,0.002739063884637074,0.0020140175622331427,0.0020945782647224685,0.00394747442197696,0.024087650044308385,0.04003866913719488,0.08910013695319423,0.12309675340368968,0.11496012245226779,0.19890437444614517,0.04970595343591396,0.06251510513171675
4,0.0006113715100876299,0.0022416955369879764,0.006317505604238842,0.009170572651314449,0.014265335235378032,0.021805583859792133,0.02649276543713063,0.026696555940493173,0.005298553087426126,0.009170572651314449,0.0002037905033625433,0.0014265335235378032,0.002649276543713063,0.005298553087426126,0.008151620134501733,0.015284287752190748,0.009578153658039535,0.008151620134501733,0.005298553087426126,0.0012227430201752598,0.0004075810067250866,0.0014265335235378032,0.011412268188302425,0.0197676788261667,0.01732219278581618,0.02893825147748115,0.012838801711840228,0.014265335235378032,0.0032606480538006927,0.0022416955369879764,0.002037905033625433,0.005094762584063582,0.03179131852455676,0.04075810067250866,0.0851844304055431,0.11901365396372529,0.11860607295700021,0.20175259832891787,0.05237415936417363,0.052170368860811084
