,anchor_age_0.0,anchor_age_1.0,anchor_age_2.0,anchor_age_3.0,anchor_age_4.0
quantile_0,-0.004745596303075841,-0.027215598018972262,-0.03718808820240805,0.015306875418749661,0.05115632565694864
quantile_1,0.00021917211147044099,-0.011472028892517751,-0.0038321909989604557,-0.0025288239056598235,0.01816897375594957
quantile_2,0.00046053396946353246,0.0180137774717905,0.00447678812709904,-0.006292916659678569,-0.012933031060957537
quantile_3,-0.0004702316603852913,0.00525981179546642,0.02546032784276082,-0.003975223121608534,-0.031091379030292833
quantile_4,0.00546957592294224,0.013765123205447784,0.006902500217657338,0.0006379592594870794,-0.023141562803114395
