,race_ASIAN,race_BLACK,race_HISPANIC,race_WHITE
quantile_0,-0.0026907531849231594,0.0032898192226101727,-0.01862553626938526,0.012751122163085176
quantile_1,0.0012929973557151316,0.009830242342723465,-0.008199963192707953,-0.0006323953809195769
quantile_2,0.002641912891997919,-0.012742267043602488,0.0021391720705553896,0.0034519367965104852
quantile_3,-0.004161110850997789,0.005157629789743138,0.015207316769950602,-0.010028740733963815
quantile_4,0.0033317014358661286,-0.005588260153560843,0.009106297217262662,-0.005559822662279249
