acc_quantile,anchor_age_0.0,anchor_age_1.0,anchor_age_2.0,anchor_age_3.0,anchor_age_4.0
0,0.010392902408111533,0.09277566539923954,0.25918884664131814,0.43548795944233204,0.20215462610899873
1,0.011655011655011656,0.10672660672660672,0.2967865467865468,0.4150849150849151,0.16974691974691974
2,0.011686769576901443,0.1221798637585151,0.30316855196550213,0.4126617086432098,0.15030310605587152
3,0.011520180455973576,0.11649077579956497,0.32119552082494157,0.4138403286876662,0.1369531942318537
4,0.013450173221927857,0.12716527409822703,0.3099653556144284,0.4183819034033014,0.13103729366211533
